_id,NAME,COUNTRY,DAY,MONTH,YEAR,ROUTE,NAME OF THE TEAM,LEADER
2333,MR. PASANG RINJI SHERPA,NEPAL,22,5,2009,NORMAL,"""",""""
2718,MR. PASANG GOMBA SHERPA,NEPAL,23,5,2010,,"""",""""
2080,MR. ANG MINGMA SHERPA,NEPAL,22,5,2008,NORMAL,"""",""""
3390,MR. HALLIDAY THOMAS,USA,19,5,2011,,"""",""""
723,HAMID REZA OLANJ,IRAN,20,5,1998,S.E. RIDGE,"""","Sadegh
Aghajanikal
Khoran"
952,"TH
AARITA SHERPA",NEPAL,24,5,2001,"SOUTH E.
RIDGE","""",""""
4630,MR. ANHUA ZHANG,CHINA,19,5,2016,,"""",""""
2263,MR. SAMUEL W. SHORT,UK,22,5,2008,NORMAL,"""",""""
990,KAMI SHERPA,NEPAL,16,5,2002,"SOUTH E.
RIDGE","""",""""
3213,MR. KARMA GYALJEN SHERPA,NEPAL,20,5,2011,,"""",""""
1760,AHMAD F. B.A. SAMAH,MALAYSIA,21,5,2007,S.E.RIDGE,"""",""""
4360,MR.CHHEDAR SHERPA,NEPAL,18,5,2013,,"""",""""
1725,DAWA GELJI SHERPA,NEPAL,17,5,2007,S.E.RIDGE,"""",""""
342,BARY J. RUGO,USA,15,5,1991,SOUTHCOL,"""",""""
3702,MS. SMITHA,INDIA,25,5,2012,,"""",""""
4244,MR. MARTIN RIMBAWAN,INDONESIA,23,5,2013,,"""",""""
689,TENJI SHERPA,NEPAL,23,5,1997,S.E. RIDGE,"""",""""
3433,MR. MINGMA TENZING SHERPA,NEPAL,21,5,2011,,"""",""""
967,LUIS BENITEZ,USA,16,5,2002,"SOUTH E.
RIDGE","""",""""
5013,KARMA RITA SHERPA,NEPAL,22,5,2017,,"""",""""
2204,MR. ANG GYALZEN SHERPA,NEPAL,21,5,2008,NORMAL,"""",""""
2714,MR. VIVIAN JAMES RIGNEY,ICELAND,23,5,2010,,"""",""""
4679,MR. KARMA GELJEN SHERPA,NEPAL,21,5,2016,,"""",""""
3573,"MR. MINGMA TEMBA
SHERPA",NEPAL,19,5,2012,,"""",""""
1991,MR. KILU PEMBA SHERPA,NEPAL,21,5,2008,S.E.RIDGE,"""",""""
4121,MR. KAMI RITA SHERPA,NEPAL,21,5,2013,,"""",""""
4355,MR. SONAM DORJEE SHERPA,NEPAL,18,5,2013,,"""",""""
5030,"MORITZ MAXIMILIAN JOHANN
WERNER",GERMANY,22,5,2017,,"""",""""
3601,"MR. BAYARSAIKHAN
LUVSANDORJ",MONGOLIA,19,5,2012,,"""",""""
4842,MR. QIAN ZHU,CHINA,16,5,2016,,"""",""""
5279,MR. NGIMA DORCHI SHERPA,NEPAL,21,5,2017,,"""",""""
4378,MR.NURPU BHOTE LAMA,NEPAL,17,5,2013,,"""",""""
386,VERNON TEJAS,USA,12,5,1992,S.E. RIDGE,"""",""""
4635,MR. DAWA TASHI SHERPA,NEPAL,19,5,2016,,"""",""""
5281,MR. HALUNG DORCHI SHERPA,NEPAL,21,5,2017,,"""",""""
537,NGA TEMBA SHERPA,NEPAL,7,10,1993,S.RIDGE,"""",""""
4948,PEMA CHHIRING SHERPA,NEPAL,15,5,2017,,"""",""""
4213,MR. WEI WANG,CHINA,23,5,2013,,"""",""""
3508,MR. PAUL GOUGH,UK,19,5,2012,,"""",""""
202,A KUS\TSU ETSUO,JAPAN,1,1,1985,SOUTHCOL,"""",""""
1333,GIRMI DORJEE SHERPA,NEPAL,24,5,2004,S E RIDGE,"""",""""
3503,MR. PEM LAKPA SHERPA,NEPAL,19,5,2012,,"""",""""
2709,MR. WILLIAM BARKLEY ALLEN,USA,23,5,2010,,"""",""""
4022,"MR. PHURBA JANGBU
SHERPA",NEPAL,19,5,2013,,"""",""""
1855,JAMES E. J. LANCASHIRE,UK,23,5,2007,S.E.RIDGE,"""",""""
4742,"MS. LYDIA MARGARET
BAKEWELL BRADEY",NEW ZEALAND,19,5,2016,,"""",""""
2873,MR. SHAWN DAWSON,CANADA,23,5,2010,,"""",""""
3031,MR. HUANG NUBO,CHINA,17,5,2010,,"""",""""
1206,PHURA TSHERING SHERPA,NEPAL,22,5,2003,S. E RIDGE,"""",""""
1646,NIMA KANCHHA SHERPA,NEPAL,18,5,2006,"NORMAL
ROUTE","""",""""
3418,MR. MARTIN ARTHUR RINDAHL,USA,13,5,2011,,"""",""""
3477,MR. VIT MORAVA,CZECH REPUBLIC,19,5,2012,,,
2862,MR. ANG KAMI SHERPA,NEPAL,17,5,2010,,"""",""""
1793,NINGMA TSHERI SHERPA,NEPAL,22,5,2007,S.E.RIDGE,"""",""""
3798,MR. PEMBA RINJI SHERPA,NEPAL,19,5,2012,,"""",""""
3369,"MR. GABRIELE MATTHEW
JAMES MUCCIACCIARO",AUSTRALIA,11,5,2011,,"""",""""
3368,MR. FREY MARTIN M,USA,11,5,2011,,"""",""""
3534,MR. DAVID ALLEN HAHN,USA,26,5,2012,,"""",""""
4661,MR. PECHHUMBE SHERPA,NEPAL,19,5,2016,,"""",""""
3450,MS. NISHAT MAZUMDER,BANGLADESH,19,5,2012,,"""",""""
604,NIMA RITA SHERPA,NEPAL,15,5,1995,S.E. RIDGE,"""",""""
3057,MR. ANG CHHIRING SHERPA,NEPAL,17,5,2010,,"""",""""
4623,MR. LAKPA NURU SHERPA,NEPAL,19,5,2016,,"""",""""
127,YUN COIODOV,USSR,9,5,1982,S.W. FACEQ,"""",""""
3877,MR. PHU DORCHI SHERPA,NEPAL,19,5,2013,,"""",""""
2936,MR. MAYK ULRICH SCHEGA,GERMANY,23,5,2010,,"""",""""
3532,MR. MINGMAR SHERPA,NEPAL,25,5,2012,,"""",""""
2731,MS. MAMTA SODHA,INDIA,22,5,2010,,"""",""""
828,LAKPA GELU SHERPA,NEPAL,17,5,2000,S.E. RIDGE,"""",""""
1640,SERAP JANBU SHERPA,NEPAL,13,5,2006,"NORMAL
ROUTE","""",""""
985,DORJE LAMA SHERPA,NEPAL,16,5,2002,"SOUTH E.
RIDGE","""",""""
3282,MR. JANGBU SHERPA,NEPAL,21,5,2011,,"""",""""
5270,VICTOR HUGO RIMAC TREJO,PERU,21,5,2017,,"""",""""
2189,MR. ANGUS A. MURRAY,CANADA,21,5,2008,NORMAL,"""",""""
4889,CHHEWANG LENDU SHERPA,NEPAL,25,5,2017,,"""",""""
2444,MR.NIMA TENZING SHERPA,NEPAL,23,5,2009,NORMAL,"""",""""
363,NED GILLETTE,USA,12,5,1992,S.E. RIDGE,"""",""""
2350,MR. DETENJI SHERPA,NEPAL,22,5,2009,NORMAL,"""",""""
346,ROMAN GUNOYTACHVILI,USSR,10,10,1991,SOUTHCOL,"""",""""
815,SANG HYUNMO,SOUTH KOREA,16,5,2000,S.E. RIDGE,"""",""""
3206,MR. NEWALL LINDSAY HUNTER,USA,20,5,2011,,"""",""""
4415,MR. DAWA GYALJE SHERPA,NEPAL,20,5,2013,,"""",""""
5086,MR. AANG PHURBA SHERPA,NEPAL,23,5,2017,,"""",""""
3326,"MR. HAMILTON DAVID
WILLIAM",UK,16,5,2011,,"JAGGED GLOBE
EVEREST
EXPEDITION,2011","Mr. Hamilton
David William"
4107,MR.PHURBA TENJI SHERPA,NEPAL,21,5,2013,,"""",""""
2117,MS. USHA BISTA,NEPAL,24,5,2008,NORMAL,"""",""""
1835,PASANG BHOTE,NEPAL,20,5,2007,S.E.RIDGE,"""",""""
794,KRISHNA B. TAMANG,NEPAL,12,5,1999,S.E. RIDGE,"""",""""
5245,TSANG YIN HUNG,CHINA,21,5,2017,,"DD TREK EVEREST
EXPEDITION 2017","TSANG YIN
HUNG"
2675,MR. JOHN CARL COLLINSON,USA,19,5,2009,NORMAL,"""",""""
95,TILMAN FISCHBACH,GERMANY,2,10,1979,SOUTHCOL,"""",""""
4226,"MR. TASHI TSHERING
SHERPA",NEPAL,23,5,2013,,"""",""""
3757,MR. TENDI SHERPA,NEPAL,25,5,2012,,"""",""""
2892,MR. MINGMA DORJI SHERPA,NEPAL,24,5,2010,,"""",""""
2372,MR.THOMAS PATRICK BOYER,USA,23,5,2009,NORMAL,"""",""""
4404,"MR. GAVIN RUSSELL C.
MUNNOCH",UK,20,5,2013,,"""",""""
4704,MR. DAWA ZANGBU LAMA,NEPAL,19,5,2016,,"""",""""
3229,MR. SINGI LAMA,NEPAL,19,5,2011,,"""",""""
2854,MR. LHAKPA RANGDU SHERPA,NEPAL,23,5,2010,,"""",""""
2913,MR. DAWA TSHERI SHERPA,NEPAL,23,5,2010,,"""",""""
1866,JAMES DURIE KERR,UK,17,5,2007,S.E.RIDGE,"""",""""
1858,ANDREW M. WILKINSON,UK,23,5,2007,S.E.RIDGE,"""",""""
2646,MR. PRATAP SINGH,INDIA,21,5,2009,NORMAL,"""",""""
2244,MR.LAKPA NURU SHERPA,NEPAL,24,5,2008,NORMAL,"""",""""
2337,MR. MIGMA TENZING SHERPA,NEPAL,5,5,2009,NORMAL,"""",""""
951,LHAKPA RITA SHERPA,NEPAL,24,5,2001,"SOUTH E.
RIDGE","""",""""
3069,MS. JENINE ANGEL LARSEN,UK,20,5,2011,,"""",""""
1121,GIRMI DORJEE SHERPA,NEPAL,22,5,2003,"SOUTH E.
RIDGE","""",""""
2598,MR.NGIMA NURU SHERPA,NEPAL,19,5,2009,NORMAL,"""",""""
2205,MR. NANG LHAKPA SHERPA,NEPAL,21,5,2008,NORMAL,"""",""""
420,GIEUSEPPE PETIGAX,ITALY,29,9,1992,"SOUTH
COL.VIA EAST
FACE","""",""""
923,GRAND DOUGLAS MACLAREN,UK,23,5,2001,"SOUTH E.
RIDGE","EVEREST EXP. 2001
SPRING ""ANYTHING IS
POSSIBLE""","Michael J.
Trueman"
1255,NIMA NURBU SHERPA,NEPAL,17,5,2004,"SOUTH EAST
RIDGE","""",""""
478,LOPSANG TSHIRING BHOTIA,INDIA,10,5,1993,S.RIDGE,"""",""""
2036,MR. MIGMA SHERPA,NEPAL,23,5,2008,NORMAL,"""",""""
1203,. YUICHI YOSHIDA,JAPAN,22,5,2003,S. E RIDGE,"""",""""
2627,MR.NIMA KANCHA SHERPA,NEPAL,21,5,2009,NORMAL,"""",""""
5109,PEMBA TSHERING SHERPA,NEPAL,28,5,2017,,"""",""""
1971,MR. ROBERTO MANNI,ITALY,25,5,2008,S.E.RIDGE,"""",""""
3111,MR. DANURU SHERPA,NEPAL,21,5,2011,,"""",""""
4019,MR. KI DORJEE SHERPA,NEPAL,21,5,2013,,"""",""""
2152,MR. PEMBA NURU SHERPA,NEPAL,22,5,2008,NORMAL,"""",""""
3688,MS. LISA AMATANGEL,USA,19,5,2012,,"""",""""
1998,MR. JGMEY NAMGYAL,INDIA,22,5,2008,NORMAL,"SNOW LION EVEREST
EXPEDITION 2008",Ashok Abbey
4034,"MS.MYRZA FASHA BINTI MD
HAMYRUDIN",MALAYSIA,21,5,2013,,"""",""""
3055,MR. ANG TEMBA SHERPA,NEPAL,17,5,2010,,"""",""""
1249,NGAWANG DORJEE LAMA,NEPAL,24,5,2004,S. E RIDGE,"""",""""
2193,MS. SYLVIE FRECHETTE,CANADA,21,5,2008,NORMAL,"""",""""
2713,MS. ANNA ELZBIETA LICHOTA,POLAND,23,5,2010,,"""",""""
993,ARITA SHERPA,NEPAL,16,5,2002,"SOUTH E.
RIDGE","""",""""
2191,MR. SCOTT G. KRESS,CANADA,21,5,2008,NORMAL,"""",""""
3763,"DR.JORG ROLAND
SPIELDENNER",GERMANY,26,5,2012,,"""",""""
3598,MR.ROBERT SEAN CASSADY,USA,19,5,2012,,"""",""""
1319,JASON TANGUAY,USA,15,5,2004,S E RIDGE,"""",""""
1864,NORBU BHOTE,NEPAL,23,5,2007,S.E.RIDGE,"""",""""
2344,MS. SOO MEI YING,SINGAPORE,22,5,2009,NORMAL,"""",""""
2450,MR. ADRIAN JOHN BALLINGER,UK,21,5,2009,NORMAL,"HIMALAYAN
EXPERIENCE 
EVEREST TEAM 3","Adrian John
Ballinger"
2137,MR. VALERIE H. JOHNSON,USA,24,5,2008,NORMAL,"""",""""
1066,NIMA TENZI SHERPA,NEPAL,26,5,2003,S E RIDGE,"""",""""
5259,MR. GELJE SHERPA,NEPAL,22,5,2017,,"""",""""
4228,MR. YUICHIRO MIURA,JAPAN,23,5,2013,,"MIURA EVEREST
EXPEDITION 2013","Mr. Yuichiro
Miura"
2622,MR.MINGMA SHERPA,NEPAL,23,5,2009,NORMAL,"""",""""
78,SIEGERIED HUPFAUER,GERMANY,16,10,1978,WEST RIDGE,"FRANCO GERMAN JOINT
EXPD.","Dr. Karl Herlig
Koffer"
2899,"MS. LUCILLE ANTOINETTE DE
BEAUDRAP",CANADA,7,5,2010,,"""",""""
1315,PAVLOS TSIANTOS,GREECE,16,5,2004,S E RIDGE,"""",""""
5174,NINGMA DORJI SHERPA,NEPAL,16,5,2017,,"""",""""
873,PEMBA CHHIRI SHERPA,NEPAL,24,5,2000,S.E. RIDGE,"""",""""
3851,MR. UNNIKANNAN A P VEETIL,INDIA,20,5,2013,,"""",""""
5078,"MS. INGVILD MARIE
SETTEMSDAL",NORWAY,23,5,2017,,"""",""""
2966,"MR. JENS CHRISTIAN TROLLE
NIELSEN",DENMARK,22,5,2010,,"""",""""
3392,MR. HART ROBERT WILLIAM,SOUTH AFRICA,14,5,2011,,"""",""""
2561,MR.KUSHANG  T.SHERPA,NEPAL,20,5,2009,NORMAL,"""",""""
5194,KI DORJEE SHERPA,NEPAL,22,5,2017,,"""",""""
2636,MR. CHHEWANG PALDEN SHERPA,NEPAL,21,5,2009,NORMAL,"""",""""
3531,"MR. PASSANG TSHERING
SHERPA",NEPAL,25,5,2012,,"""",""""
376,NIMA TEMBA SHERPA,NEPAL,12,5,1992,S.E. RIDGE,"""",""""
1909,LHAKPA GALJEN SHERPA,NEPAL,17,5,2007,S.E.RIDGE,"""",""""
4430,MS. EMILY EVELYN JOHNSTON,USA,21,5,2016,,,
4594,MR. FURA CHETTEN SHERPA,NEPAL,19,5,2016,,"""",""""
4644,MR. DORJEY GYALSON,INDIA,19,5,2016,,"""",""""
4028,"MR. MUHAMMAD ILLAHAM
BIN ISHAK",MALAYSIA,21,5,2013,,EVEREST FELDA 2013,"Mr. Muhammad
Illaham Bin
Ishak"
1605,YURY ERMACHEK,USA,18,5,2006,"NORMAL
ROUTE","""",""""
1119,PASANG NURU SHERPA,NEPAL,22,5,2003,"SOUTH E.
RIDGE","""",""""
3678,MS. OLGA KOTOVA,LATVIA,26,5,2012,,"""",""""
3491,"MR. PEMBA TSHERING
SHERPA",NEPAL,19,5,2012,,"""",""""
5157,"MS. UNE KRISTIN
GROENSTTEIN
PRESTHOLT",NORWAY,16,5,2017,,"""",""""
2959,MR. NIMA TENZING SHERPA,NEPAL,22,5,2010,,"""",""""
1995,MR. YOSHITO MASUDA,JAPAN,24,5,2008,NORMAL,"""",""""
5254,"MR. PEMBA THENDUK
SHERPA",NEPAL,21,5,2017,,"""",""""
4618,MS. MARY PAULA LEONARD,USA,19,5,2016,,"SUMMITCLIMB
EVEREST EXPEDITION
2016","Mr. Daniel Lee
Mazur"
2377,MR. CHEWANG MIGMA SHERPA,NEPAL,23,5,2009,NORMAL,"""",""""
1343,PASANG DAWA SHERPA,NEPAL,16,5,2004,S E RIDGE,"""",""""
321,JING YOUNG POK,SOUTH KOREA,6,10,1990,SOUTHCOL,"""",""""
1620,NGA TEMBA SHERPA,NEPAL,23,5,2006,"NORMAL
ROUTE","""",""""
3714,MR. PEMA TSHIRING SHERPA,NEPAL,25,5,2012,,"""",""""
2061,MR. HENRIKMULVAD KRISTIANSEN,DENMARK,25,5,2008,NORMAL,"""",""""
2220,MR. KALJING DORJEE SHERPA,NEPAL,22,5,2008,NORMAL,"""",""""
1674,DOUGLAS TUMMINELLO,USA,23,5,2006,"NORMAL
ROUTE","""",""""
261,VIKTOR GROSELI,YUGOSLAVIA,10,5,1989,S.W. FACE,"MACEDONIAN YUGOSLAV
EVEREST/LHOTSE EXP",Jovan Poposki
4688,"MR. PASANG NAMGEL
SHERPA",NEPAL,21,5,2016,,"""",""""
2040,MR. EDUARDO M. KEPPKE,BRAZIL,27,5,2008,NORMAL,"""",""""
902,KAME SHERPA,NEPAL,22,5,2001,"SOUTH E.
RIDGE","CHILEAN WOMEN
EVEREST 2001 EXP.","Ms. Vivianne Cuq
Maggi"
3745,MR. KRISTOFFER JON ERICKSON,USA,25,5,2012,,"TNF- EVEREST
EXPEDITION-S 2012","Mr. Philip
Darnell
Henderson"
2027,MR. NICOLE S. MESSNER,USA,27,5,2008,NORMAL,"""",""""
4235,MR. BEER KAJEE TAMANG,NEPAL,23,5,2013,,"""",""""
1918,APA SHERPA,NEPAL,16,5,2007,S.E.RIDGE,"SUPER SHERPA
EVEREST ABHIYAN
2007",Apa Sherpa
1829,LUIS G. BENTEZ,USA,20,5,2007,S.E.RIDGE,"""",""""
1574,CHHIRI SHERPA,NEPAL,21,5,2006,"NORMAL
ROUTE","""",""""
4416,MR. TASHI SHERPA,NEPAL,20,5,2013,,"""",""""
4662,"MR. PASANG TEMBA
SHERPA",NEPAL,19,5,2016,,"""",""""
4209,MR. VOLDEMARS SPRUZS,LATVIA,23,5,2013,,"""",""""
225,PADAMA BAHADUR TAMANG,NEPAL,10,5,1988,SOUTH SIDE,"""",
724,MOHAMMAD ORAZ,IRAN,20,5,1998,S.E. RIDGE,"""",""""
4759,MR. KIPA SHERPA,NEPAL,19,5,2016,,"""",""""
1142,HAV.JAGAT SINGH NEGI,INDIA,22,5,2003,"SOUTH E.
RIDGE","""",""""
2763,MR. TAPCHEN LAMA,NEPAL,25,5,2010,,"""",""""
847,MINGMA SHERPA,NEPAL,21,5,2000,S.E. RIDGE,"""",""""
4290,MR. SHEIKH M. ABDULLA MOHDAL THANI,UAE,22,5,2013,,,
2552,MR. ROHAN AINSWORTH FREEMAN,USA,19,5,2009,NORMAL,"""",""""
2929,MR. GREGORY VERNOVAGE,USA,23,5,2010,,"""",""""
118,MYSLOVSKY EDUARD,USSR,4,5,1982,S.W. FACEQ,"SOVIET SAGARMATHA
EXP.",Tamm Evgeni
646,DORJEE SHERPA,NEPAL,23,10,1996,S.E. RIDGE,"""",""""
4,JUERGE MARMET,SWITZERLAND,23,5,1956,SOUTHCOL,SWITZERLAND EXPEDITION,""""
4171,MR.RAFIQ AHMAD MALIK,INDIA,20,5,2013,,"""",""""
468,WONDA CHHIRING SHERPA,NEPAL,10,5,1993,S.RIDGE,"""",""""
6,HANSRUDOLFVON,SWITZERLAND,24,5,1956,SOUTHCOL,SWITZERLAND EXPEDITION,""""
920,SEP. PAIDEN GIACHHO,INDIA,23,5,2001,"SOUTH E.
RIDGE",,
2596,TSHIRING THUNDU SHERPA,NEPAL,19,5,2009,NORMAL,"""",""""
4325,MR. ANDREW MICHAEL ACKLES,USA,20,5,2013,,,
1064,PASANG TENZING SHERPA,NEPAL,26,5,2003,S E RIDGE,"""",""""
2591,MR.PEMBA TENJING SHERPA,NEPAL,21,5,2009,NORMAL,"""",""""
243,SEUNG-KWON CHUNG,SOUTH KOREA,29,9,1988,SOUTH PILLAR,",,",",,"
1161,L/NAYAK KUNWAR S. RAWAT,INDIA,22,5,2003,S E RIDGE,"""",""""
2871,MR. CARLOS JAVIER GALLOSI,ITALY,23,5,2010,,"""",""""
3736,"MS. LEANNA MARIE
SHUTTLEWORTH",UK,20,5,2012,,"""",""""
2398,MR. PASANG TENDI SHERPA,NEPAL,19,5,2009,NORMAL,"""",""""
3518,"MR. CHRISTOPHER WILLIAM
CAMERON",USA,25,5,2012,,"""",""""
3422,DR. HEIKO WEINER,GERMANY,21,5,2011,,"""",""""
2564,MR.KAME SHERPA,NEPAL,19,5,2009,NORMAL,"""",""""
1606,SIMONE MORO,ITALY,20,5,2006,"NORMAL
ROUTE","""",""""
5120,"KELSHANG DORJEE
BHUTIA",INDIA,21,5,2017,,"""",""""
2325,MR. JUSTIN REESE MERLE,USA,22,5,2009,NORMAL,"2009 IMG  EVEREST
EXPEDITION I.","Justin Reese
Merle"
2710,MS. CYNTHIA LOU ABBOTT,USA,23,5,2010,,"""",""""
4666,MR. KHANGDU SHERPA,NEPAL,20,5,2016,,"""",""""
1313,TASHI LAKPA SHERPA,NEPAL,16,5,2004,S E RIDGE,"""",""""
3449,MR. KOICHI OYAMA,JAPAN,25,5,2012,,"""",""""
3813,MR. ANG KAJI SHERPA,NEPAL,26,5,2012,,"""",""""
4935,MR. JOHN SCOTT PETERSON,USA,27,5,2017,,"""",""""
2363,MR.NINGMA TSHERIN SHERPA,NEPAL,23,5,2009,NORMAL,"""",""""
1976,MR DAWA SHERPA,NEPAL,22,5,2008,S.E.RIDGE,"""",""""
3515,MR. RUIJIN REN,CHINA,19,5,2012,,"""",""""
1762,MOHAMMAD R.B.KORI,MALAYSIA,21,5,2007,S.E.RIDGE,"""",""""
2740,MR. LHAKPA NURU SHERPA,NEPAL,17,5,2010,,"""",""""
4940,MR. JANGBU SHERPA,NEPAL,27,5,2017,,"""",""""
2473,MR.RIDAR ENOME BHOTE,NEPAL,19,5,2009,NORMAL,"""",""""
4008,MR.SANGE SHERPA,NEPAL,19,5,2013,,"""",""""
1494,MINGMA TSHIRING SHERPA,NEPAL,30,5,2005,"SOUTH EAST
RIDGE","""",""""
4207,"MR. JAVIER PEREZ OLAGARAY
NOGAL",MEXICO,23,5,2013,,"""",""""
2159,MR. PASANG TENJING SHERPA,NEPAL,23,5,2008,NORMAL,"""",""""
1170,THOMAS ZWAHLEN,SWITZERLAND,22,5,2003,S E RIDGE,"""",""""
4791,MR. DAWA TENJI SHERPA,NEPAL,19,5,2016,,"""",""""
233,MR. GOROUND VIONET FUASSET,FRANCE,26,9,1988,SOUTHCOL,"""",""""
67,RAINHARD KARL,GERMANY,11,5,1978,SOUTHCOL,"""",""""
1604,MINGMA SHERPA,NEPAL,18,5,2006,"NORMAL
ROUTE","""",""""
3284,MR. ANKAJI SHERPA,NEPAL,20,5,2011,,"""",""""
3597,MR.THOMAS SLATER BURTON,USA,19,5,2012,,"""",""""
126,VELERY KHOMUTOV,USSR,9,5,1982,S.W. FACEQ,"""",""""
1297,ANDRONICO LUKSIC CRAIG,CHILE,15,5,2004,S E RIDGE,"CHILEAN MT.EVEREST
2004 EXP.","Rodrigo Herman J.
Fuchs"
1977,MR. KARL ROBERT KOBLER,SWITZERLAND,21,5,2008,S.E.RIDGE,"KOBLER & PARTNER
EVEREST EXPEDITION
2008 NEPAL",Karl Robert Kobler
4792,"MR. LHAKPA CHHIRING
SHERPA",NEPAL,11,5,2016,,"""",""""
5015,ANG PEMBA SHERPA,NEPAL,25,5,2017,,"""",""""
2076,MR. WALTER LASERER,AUSTRIA,24,5,2008,NORMAL,"""",""""
3087,"MR. RICHARD ERIC BENNETT
SALTER",MEXICO,20,5,2011,,"""",""""
4608,MR. KENTON EDWARD COOL,UK,12,5,2016,,"""",""""
3346,"HON'BLE BHAKTA KUMAR RAI
SUPREME MASTER
GODANGEL B",NEPAL,20,5,2011,,"PRAYER, MEDITATION &
REQUEST FOR THE WORLD
PEACE ON THE TOP OF THE
WORLD BY SUPREME
MASTER GODANGEL","Hon'ble Bhakta
Kumar Rai
Supreme Master
Godangel B"
5085,"MS. ALINA ARKADIEVNA
ZAGAYTOVA",USA,23,5,2017,,"""",""""
2798,MR. WIKTOR JAN MAZUR,CANADA,17,5,2010,,"""",""""
919,HAV. TILBIKRAM BUDHATOKI,INDIA,23,5,2001,"SOUTH E.
RIDGE","""",""""
1647,HERADIO ORACION,PHILIPPINES,17,5,2006,"NORMAL
ROUTE","""",""""
365,DOUGLAS L. MANTLE,USA,12,5,1992,S.E. RIDGE,"""",""""
3288,MR. NIMA TENZI SHERPA,NEPAL,19,5,2011,,"""",""""
2126,MR. DANURU SHERPA,NEPAL,21,5,2008,NORMAL,"""",""""
4124,MR. PHUR TEMBA SHERPA,NEPAL,21,5,2013,,"""",""""
526,DAWA TASHI SHERPA,NEPAL,6,10,1993,S.RIDGE,"""",""""
56,ROBERT CORMACK,USA,8,10,1976,SOUTHCOL,"AMERICAN BICENTINAL
EXPD.",Phillietriamble
639,ROBERT SCHAURE,AUSTRIA,23,10,1996,S.E. RIDGE,"""",""""
303,ANG KAMI SHERPA,NEPAL,11,5,1990,SOUTHCOL,"""",""""
2767,MR. DONG SIK KIM,SOUTH KOREA,17,5,2010,,"""",""""
1277,WILLY TROCH,BELGIUM,17,5,2004,"SOUTH EAST
RIDGE","""",""""
2056,MR. DOMINIQUE GILBERT,CANADA,21,5,2008,NORMAL,"""",""""
4433,MS. KIMBERLY CARYN HESS,USA,21,5,2016,,"""",""""
3645,MR.TAMDING TSEWANG,INDIA,25,5,2012,,"""",""""
4144,MR.KALJANG DORJEE SHERPA,NEPAL,19,5,2013,,"""",""""
2879,"MR. GARRETT CHRISTIAN
MADISON",USA,24,5,2010,,"AAI EVEREST
EXPEDITION -S 2010","Mr. Garrett
Christian
Madison"
4203,"MR. MARK WYNTON
WODWARD",NEW ZEALAND,23,5,2013,,"HIMALAYAN
EXPERIENCE EVEREST
-2013","Mr. Mark
Wynton
Wodward"
2287,MR. ANG SONA SHERPA,NEPAL,22,5,2008,NORMAL,"""",""""
2262,MR. JORGE A.S. GAVIA,MEXICO,22,5,2008,NORMAL,"""",""""
2297,MR. RAM SINGH,INDIA,22,5,2008,NORMAL,"""",""""
1754,TSHERING JANGBU SHERPA,NEPAL,18,5,2007,S.E.RIDGE,"""",""""
1969,MR. VALTER PERLINO,ITALY,22,5,2008,S.E.RIDGE,"""",""""
4671,MR. ROBERT JOHN KAY,USA,19,5,2016,,"""",""""
3118,MR. MINGMA TEMBA SHERPA,NEPAL,25,5,2011,,"""",""""
2394,MR. JAMES RYRIE NORTON,USA,23,5,2009,NORMAL,"""",""""
524,ERIC GRAMOND,FRANCE,6,10,1993,S.RIDGE,"""",""""
3901,PASANG KAMI SHERPA,NEPAL,19,5,2013,,"""",""""
3123,MR. JEFFREY GORDON WITT,USA,27,5,2011,,"""",""""
4157,MR. KAZI SHERPA,INDIA,18,5,2013,,"""",""""
1970,MR. RENATO SOTTSASS,ITALY,22,5,2008,S.E.RIDGE,"""",""""
672,NICOLA KEKUS,ICELAND,21,5,1997,S.E. RIDGE,"""",""""
4189,MR.TASHI CHOMBEL SHERPA,NEPAL,20,5,2013,,"""",""""
667,EVGUENI VINOGRAOLSKI,USA,11,10,1996,S.E. RIDGE,"""",""""
4600,MR. DAWA GYALJE SHERPA,NEPAL,19,5,2016,,"""",""""
1888,LHAKPA W. SHERPA,NEPAL,17,5,2007,S.E.RIDGE,"""",""""
3267,MR. DAWA JANGBU SHERPA,NEPAL,13,5,2011,,"""",""""
281,CHOKWANG JAE,SOUTH KOREA,13,10,1989,SOUTH PILLAR,KOREAN AK DONG EXP.,Kim In Tea
1720,DR. NIGEL DAVID HART,UK,17,5,2007,S.E.RIDGE,"""",""""
2948,MR. HIROYUKI KURAOKA,JAPAN,22,5,2010,,"""",""""
4456,MR. KANCHHA NURU SHERPA,NEPAL,23,5,2016,,"""",""""
900,"MS. PATRICIA ANDREA SOTO
BORQUEZE",CHILE,22,5,2001,"SOUTH E.
RIDGE","""",""""
5142,MR. DENDI SHERPA,NEPAL,22,5,2017,,"""",""""
761,MS. RENETA CHLUSA,SWEDEN,5,5,1999,S.E. RIDGE,"""",""""
1907,PHUR TENJI SHERPA,NEPAL,17,5,2007,S.E.RIDGE,"""",""""
4043,MR. DAVID LIANO GONZALEZ,SPAIN,11,5,2013,,"ECO-EVEREST
DIAMOND JUBILEE
CELEBRATION
EXPEDITION 2013 I","Mr. David Liano
Gonzalez"
3824,MR. SEBASTIAN IGNACIO CONTADOR VARELA,CHILE,18,5,2012,,,
